Project,Client,Title,Duration
sos2021-sep-mcc,,#1 Tarea F01,03:33:25
sos2021-sep-mcc,,#10 Tarea F10,03:07:47
sos2021-sep-mcc,,#11 Entregable final D03,12:39:18
sos2021-sep-mcc,,#2 Tarea F02,04:41:33
sos2021-sep-mcc,,#3 Tarea F03,03:25:19
sos2021-sep-mcc,,#4 Tarea F04,03:17:39
sos2021-sep-mcc,,#5 Tarea F05,02:22:22
sos2021-sep-mcc,,#6 D01:API REST,03:09:07
sos2021-sep-mcc,,#7 Tarea F07,03:39:47
sos2021-sep-mcc,,#8 Tarea F08,04:52:58
sos2021-sep-mcc,,#9 Entregable D02,03:02:04
,,,00:00:02
